PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene
89.98 ,225.54 ,26.74 ,34.60 ,63.59 ,20.60 ,2.10 ,22.00 ,54.39 ,3.17 ,7.27 
63.00 ,92.00 ,1.40 ,19.60 ,11.60 ,19.80 ,0.81 ,15.00 ,35.90 ,0.60 ,5.70 
31.55 ,89.45 ,2.70 ,28.92 ,17.19 ,9.33 ,0.45 ,8.71 ,47.61 ,1.13 ,14.41 
40.18 ,71.25 ,69.05 ,0.90 ,69.94 ,12.63 ,1.62 ,3.59 ,32.52 ,0.53 ,1.30 
17.79 ,40.70 ,2.18 ,27.25 ,16.04 ,20.12 ,0.61 ,4.33 ,43.66 ,0.56 ,8.67 
32.27 ,153.28 ,10.90 ,8.44 ,20.15 ,10.72 ,0.65 ,6.43 ,6.10 ,1.15 ,1.31 
29.56 ,65.58 ,2.65 ,16.73 ,15.95 ,9.63 ,0.67 ,5.79 ,30.03 ,0.20 ,0.94 
23.50 ,41.91 ,3.27 ,12.35 ,7.77 ,49.23 ,0.43 ,18.40 ,88.60 ,3.74 ,7.09 
31.71 ,41.24 ,4.94 ,61.30 ,66.25 ,2.71 ,0.58 ,2.93 ,4.60 ,3.21 ,6.47 
50.00 ,102.00 ,0.83 ,28.89 ,17.37 ,0.20 ,1.04 ,3.57 ,77.38 ,4.00 ,9.13 
104.45 ,176.96 ,14.70 ,39.25 ,36.92 ,35.16 ,0.89 ,12.24 ,58.88 ,2.79 ,12.23 
26.30 ,29.62 ,5.81 ,26.58 ,18.79 ,15.24 ,0.40 ,4.15 ,20.41 ,1.31 ,7.82 
55.10 ,112.01 ,1.62 ,22.96 ,16.16 ,29.42 ,0.50 ,7.40 ,61.01 ,1.14 ,1.54 
27.82 ,44.99 ,14.66 ,11.49 ,21.74 ,13.68 ,0.62 ,19.31 ,40.04 ,1.30 ,1.10 
29.46 ,124.74 ,7.73 ,47.14 ,33.02 ,24.04 ,1.11 ,11.71 ,56.31 ,1.64 ,12.01 
60.25 ,164.40 ,2.48 ,44.05 ,25.35 ,21.74 ,0.85 ,19.40 ,66.43 ,6.92 ,37.50 
94.98 ,292.02 ,9.11 ,13.81 ,19.22 ,12.39 ,0.93 ,8.52 ,16.55 ,0.53 ,1.42 
65.41 ,123.80 ,6.24 ,25.76 ,17.87 ,15.38 ,1.40 ,4.32 ,90.20 ,0.57 ,0.16 
149.37 ,244.25 ,26.50 ,51.64 ,48.50 ,32.77 ,2.69 ,12.14 ,67.38 ,2.04 ,3.91 
46.00 ,82.37 ,4.19 ,21.90 ,20.29 ,14.65 ,0.63 ,5.04 ,73.58 ,0.34 ,0.92 
226.66 ,398.54 ,45.02 ,74.37 ,79.80 ,55.71 ,1.79 ,20.40 ,41.80 ,6.76 ,49.78 
143.88 ,242.75 ,16.43 ,42.11 ,1.83 ,36.65 ,0.96 ,20.12 ,58.02 ,1.98 ,3.69 
13.30 ,26.10 ,3.22 ,10.92 ,11.97 ,21.00 ,0.32 ,6.91 ,47.10 ,0.29 ,12.94 
117.75 ,154.50 ,1.82 ,13.12 ,8.45 ,17.43 ,1.20 ,21.50 ,42.05 ,1.52 ,3.98 
57.95 ,199.52 ,8.64 ,14.16 ,15.78 ,34.91 ,0.62 ,5.58 ,51.85 ,5.89 ,3.07 
26.80 ,43.80 ,11.82 ,17.65 ,26.70 ,8.73 ,0.47 ,5.77 ,13.71 ,0.65 ,3.50 
29.65 ,100.04 ,29.54 ,47.08 ,53.82 ,24.44 ,0.54 ,7.21 ,7.50 ,2.50 ,4.85 
20.25 ,54.90 ,1.63 ,22.13 ,13.07 ,10.68 ,0.57 ,9.33 ,54.65 ,1.36 ,15.87 
4.03 ,9.77 ,11.57 ,0.15 ,15.38 ,14.64 ,0.21 ,6.75 ,6.89 ,0.02 ,0.35 
12.29 ,19.69 ,3.20 ,26.94 ,30.14 ,4.19 ,0.65 ,1.43 ,16.22 ,1.01 ,8.55 
84.48 ,208.81 ,14.54 ,43.69 ,54.14 ,31.09 ,2.44 ,10.72 ,84.55 ,2.04 ,5.55 
101.81 ,142.47 ,8.62 ,8.86 ,16.99 ,11.92 ,0.62 ,8.89 ,35.11 ,2.38 ,2.30 
49.25 ,84.05 ,8.23 ,21.02 ,23.29 ,25.10 ,0.51 ,19.97 ,32.07 ,0.79 ,7.26 
69.72 ,82.00 ,5.60 ,28.36 ,27.98 ,26.76 ,0.91 ,10.23 ,45.53 ,3.52 ,9.08 
16.93 ,34.58 ,4.22 ,13.89 ,14.80 ,19.59 ,0.58 ,9.63 ,83.05 ,0.08 ,0.06 
45.50 ,82.00 ,2.65 ,12.30 ,8.70 ,11.13 ,0.62 ,5.82 ,66.30 ,3.35 ,9.90 
42.18 ,147.50 ,10.51 ,25.09 ,25.17 ,33.83 ,1.04 ,7.30 ,40.03 ,2.06 ,13.96 
50.70 ,86.24 ,10.42 ,45.80 ,56.24 ,4.22 ,0.84 ,1.76 ,12.39 ,50.22 ,13.14 
28.18 ,60.37 ,4.09 ,12.19 ,9.95 ,56.30 ,0.77 ,15.57 ,22.00 ,2.07 ,0.47 
35.84 ,67.25 ,8.77 ,21.65 ,22.28 ,15.69 ,0.51 ,5.93 ,34.21 ,0.65 ,3.07 
196.12 ,340.08 ,28.44 ,84.34 ,43.25 ,29.41 ,0.55 ,23.20 ,21.72 ,6.58 ,11.97 
8.66 ,38.32 ,55.82 ,12.76 ,28.37 ,12.09 ,0.40 ,6.85 ,63.48 ,1.33 ,2.46 
95.25 ,222.75 ,4.60 ,70.95 ,41.42 ,15.65 ,1.16 ,12.95 ,25.00 ,0.10 ,0.10 
23.58 ,78.79 ,15.28 ,15.26 ,24.78 ,16.63 ,0.82 ,7.01 ,27.82 ,0.24 ,1.70 
60.14 ,101.93 ,47.17 ,38.17 ,63.25 ,38.46 ,1.12 ,10.91 ,12.74 ,2.69 ,23.93 
37.21 ,126.10 ,42.55 ,81.22 ,138.55 ,14.78 ,0.67 ,2.79 ,13.97 ,10.43 ,7.34 
52.02 ,105.69 ,8.63 ,37.63 ,33.97 ,16.76 ,0.99 ,4.61 ,19.75 ,1.25 ,2.00 
117.06 ,120.06 ,43.71 ,46.35 ,76.75 ,30.43 ,1.28 ,10.93 ,4.15 ,1.45 ,12.68 
17.02 ,50.68 ,7.87 ,15.05 ,17.35 ,18.62 ,0.61 ,6.50 ,3.90 ,0.92 ,7.13 
70.16 ,91.57 ,19.46 ,44.09 ,60.19 ,23.46 ,0.82 ,19.21 ,50.65 ,3.71 ,3.85 
86.05 ,177.71 ,6.44 ,27.61 ,34.06 ,3.60 ,1.10 ,3.72 ,24.45 ,4.28 ,7.76 
84.56 ,128.72 ,10.88 ,11.53 ,22.41 ,31.48 ,0.76 ,24.50 ,12.41 ,3.81 ,5.07 
27.83 ,57.60 ,4.05 ,29.93 ,19.18 ,9.48 ,0.46 ,3.58 ,12.62 ,1.23 ,13.66 
80.80 ,152.75 ,8.00 ,46.37 ,31.11 ,10.79 ,0.71 ,10.43 ,19.43 ,2.31 ,23.19 
27.70 ,32.51 ,10.38 ,8.79 ,18.43 ,12.18 ,0.29 ,8.41 ,17.24 ,1.95 ,1.98 
100.17 ,183.18 ,12.48 ,21.00 ,7.97 ,25.04 ,0.22 ,6.02 ,40.44 ,0.32 ,4.74 
17.90 ,74.50 ,7.42 ,28.39 ,19.98 ,12.62 ,0.24 ,9.08 ,12.94 ,1.73 ,13.94 
46.97 ,108.36 ,6.85 ,43.12 ,39.51 ,26.01 ,0.90 ,5.67 ,104.23 ,0.25 ,1.14 
28.50 ,94.50 ,0.43 ,18.58 ,10.18 ,0.85 ,0.18 ,13.25 ,79.90 ,0.25 ,1.35 
16.25 ,25.62 ,0.68 ,2.51 ,1.22 ,2.49 ,0.35 ,5.42 ,19.73 ,0.49 ,0.83 
23.75 ,37.50 ,4.21 ,23.42 ,15.80 ,16.82 ,0.27 ,5.44 ,15.69 ,0.16 ,3.53 
66.50 ,94.00 ,13.05 ,67.83 ,14.25 ,38.68 ,0.35 ,50.90 ,30.05 ,0.01 ,0.98 
19.25 ,48.00 ,8.69 ,21.85 ,17.25 ,12.80 ,0.33 ,4.14 ,15.12 ,1.80 ,20.73 
167.66 ,257.11 ,13.13 ,43.10 ,37.26 ,33.08 ,1.29 ,13.48 ,27.27 ,3.00 ,16.76 
79.25 ,230.78 ,8.88 ,22.48 ,27.03 ,16.93 ,0.99 ,12.86 ,69.13 ,0.67 ,3.00 
122.18 ,36.69 ,22.17 ,38.28 ,47.40 ,77.12 ,3.76 ,8.15 ,16.01 ,2.92 ,3.37 
33.25 ,50.50 ,3.88 ,22.08 ,14.90 ,10.85 ,0.69 ,16.38 ,27.88 ,0.20 ,3.82 
56.75 ,125.75 ,2.00 ,32.75 ,19.02 ,9.85 ,0.76 ,8.65 ,81.32 ,1.17 ,1.73 
61.13 ,163.79 ,11.16 ,19.74 ,30.90 ,19.44 ,0.85 ,13.44 ,73.98 ,0.52 ,3.24 
35.96 ,21.60 ,3.80 ,20.54 ,11.86 ,36.47 ,1.14 ,4.49 ,3.37 ,0.48 ,0.77 
73.54 ,178.80 ,8.26 ,55.12 ,35.96 ,30.85 ,1.01 ,21.86 ,18.58 ,4.65 ,36.25 
66.20 ,97.60 ,8.12 ,34.03 ,23.46 ,16.59 ,1.17 ,19.01 ,22.48 ,0.52 ,1.80 
22.25 ,63.10 ,5.76 ,27.83 ,19.35 ,15.70 ,0.30 ,5.27 ,16.21 ,0.86 ,6.79 
41.25 ,109.62 ,1.42 ,44.53 ,12.42 ,17.58 ,0.12 ,6.24 ,19.58 ,0.02 ,0.70 
108.73 ,349.97 ,28.01 ,74.12 ,111.98 ,24.40 ,11.14 ,13.26 ,56.75 ,4.49 ,29.66 
30.00 ,107.50 ,0.52 ,16.27 ,9.07 ,5.40 ,0.24 ,16.75 ,97.70 ,0.20 ,0.57 
8.00 ,22.00 ,18.18 ,14.25 ,16.59 ,27.72 ,1.29 ,1.89 ,25.22 ,0.90 ,0.72 
13.05 ,14.98 ,0.98 ,2.81 ,1.12 ,2.93 ,0.18 ,11.15 ,31.55 ,0.32 ,0.87 
35.37 ,89.55 ,3.88 ,9.16 ,11.05 ,14.49 ,0.47 ,11.55 ,71.24 ,0.07 ,0.05 
328.41 ,510.63 ,99.52 ,161.95 ,15.69 ,126.32 ,2.14 ,21.26 ,35.70 ,7.59 ,26.46 
23.25 ,67.25 ,3.23 ,3.15 ,4.30 ,6.95 ,0.69 ,4.20 ,48.80 ,1.63 ,2.47 
58.28 ,194.28 ,32.47 ,76.97 ,71.97 ,25.42 ,1.87 ,17.23 ,24.93 ,4.49 ,59.86 
138.78 ,379.71 ,52.27 ,62.72 ,49.76 ,33.97 ,0.65 ,23.94 ,30.66 ,4.11 ,5.28 
37.70 ,98.65 ,1.41 ,31.53 ,17.86 ,9.44 ,0.36 ,12.04 ,55.08 ,1.76 ,19.40 
76.32 ,120.84 ,8.73 ,22.60 ,16.00 ,43.95 ,0.81 ,15.16 ,10.12 ,2.30 ,2.63 
33.95 ,65.15 ,6.59 ,31.00 ,21.32 ,22.59 ,0.37 ,6.06 ,13.42 ,1.57 ,16.31 
40.76 ,63.82 ,8.57 ,19.20 ,24.47 ,16.59 ,0.77 ,9.57 ,23.12 ,0.43 ,4.53 
119.31 ,54.06 ,9.13 ,17.50 ,19.93 ,9.54 ,0.71 ,4.17 ,33.50 ,0.40 ,1.82 
20.00 ,53.00 ,2.02 ,5.85 ,4.73 ,10.45 ,1.82 ,5.97 ,58.32 ,0.40 ,0.20 
25.18 ,103.79 ,6.57 ,29.65 ,21.39 ,23.72 ,0.41 ,3.77 ,16.40 ,0.75 ,1.00 
101.60 ,191.33 ,90.79 ,42.69 ,110.51 ,36.61 ,1.41 ,12.33 ,13.50 ,4.90 ,43.36 
134.86 ,241.06 ,5.96 ,28.53 ,21.18 ,30.97 ,1.21 ,27.68 ,107.38 ,2.92 ,12.87 
16.75 ,42.00 ,3.27 ,7.45 ,6.63 ,11.10 ,0.59 ,6.88 ,27.42 ,0.40 ,0.20 
19.67 ,112.30 ,10.58 ,30.08 ,24.56 ,26.74 ,0.50 ,5.50 ,27.11 ,0.45 ,0.33 
37.75 ,66.07 ,4.13 ,19.78 ,19.56 ,12.27 ,0.80 ,7.83 ,30.84 ,0.49 ,28.74 
134.79 ,265.96 ,76.97 ,56.83 ,99.00 ,42.40 ,2.13 ,12.96 ,15.80 ,5.26 ,36.41 
43.09 ,92.19 ,17.01 ,34.05 ,41.15 ,19.70 ,1.16 ,5.33 ,18.65 ,0.96 ,2.66 
39.42 ,101.70 ,8.86 ,30.91 ,32.70 ,11.95 ,0.83 ,6.33 ,75.23 ,0.81 ,3.53 
15.05 ,33.40 ,2.99 ,5.75 ,8.81 ,9.05 ,0.33 ,6.46 ,39.26 ,1.48 ,13.00 
58.50 ,93.75 ,2.13 ,21.40 ,13.12 ,9.88 ,0.60 ,6.43 ,54.20 ,5.00 ,3.35 
20.37 ,161.30 ,10.74 ,35.97 ,31.68 ,24.92 ,0.67 ,4.40 ,20.32 ,1.11 ,1.08 
65.48 ,179.25 ,20.54 ,45.51 ,55.36 ,50.37 ,1.07 ,10.50 ,46.90 ,1.20 ,5.02 
64.34 ,140.77 ,15.59 ,31.99 ,43.97 ,28.51 ,0.65 ,15.04 ,15.06 ,2.20 ,12.71 
33.75 ,88.00 ,1.60 ,21.90 ,12.97 ,13.78 ,0.40 ,5.73 ,32.27 ,1.75 ,3.30 
25.71 ,29.70 ,4.47 ,17.88 ,22.33 ,38.61 ,0.53 ,3.52 ,48.31 ,4.33 ,5.48 
124.72 ,240.00 ,121.90 ,73.40 ,192.84 ,30.40 ,1.90 ,5.46 ,9.49 ,23.29 ,35.88 
19.17 ,70.96 ,11.58 ,33.22 ,32.77 ,13.34 ,1.12 ,4.94 ,13.93 ,2.76 ,6.27 
14.50 ,88.29 ,3.82 ,26.03 ,24.03 ,22.05 ,0.23 ,3.42 ,68.16 ,0.18 ,7.60 
126.23 ,189.23 ,100.83 ,35.49 ,132.16 ,22.00 ,1.48 ,9.71 ,6.96 ,1.21 ,8.13 
12.09 ,25.00 ,1.98 ,23.28 ,25.26 ,6.86 ,0.33 ,0.87 ,20.99 ,5.19 ,3.12 
44.76 ,138.31 ,22.52 ,33.17 ,39.69 ,36.23 ,1.01 ,14.29 ,72.14 ,1.89 ,29.86 
25.89 ,50.59 ,3.77 ,12.74 ,14.83 ,5.47 ,0.36 ,4.84 ,34.88 ,2.48 ,7.15 
18.88 ,52.00 ,1.78 ,22.86 ,5.44 ,7.88 ,0.07 ,4.70 ,29.84 ,0.02 ,0.27 
78.19 ,182.90 ,7.84 ,27.33 ,21.65 ,24.95 ,1.95 ,9.01 ,23.92 ,7.06 ,3.10 
64.58 ,140.08 ,64.98 ,61.71 ,126.72 ,22.71 ,1.45 ,7.38 ,13.12 ,26.36 ,37.24 
89.28 ,234.58 ,57.00 ,59.61 ,97.87 ,27.55 ,1.93 ,19.44 ,8.20 ,3.29 ,8.38 
71.50 ,148.00 ,3.83 ,27.17 ,17.58 ,14.37 ,0.10 ,5.42 ,30.38 ,0.25 ,5.05 
27.05 ,35.66 ,30.62 ,12.86 ,31.27 ,51.49 ,0.71 ,7.53 ,3.00 ,5.16 ,1.77 
45.30 ,241.74 ,6.38 ,39.33 ,23.73 ,28.34 ,1.08 ,4.86 ,21.15 ,3.38 ,2.03 
156.69 ,271.97 ,27.70 ,90.32 ,118.02 ,38.18 ,0.74 ,29.60 ,27.28 ,17.10 ,28.76 
12.75 ,20.25 ,0.10 ,5.97 ,3.17 ,6.00 ,0.52 ,11.90 ,34.65 ,0.10 ,0.85 
26.74 ,73.50 ,4.37 ,22.98 ,22.24 ,28.61 ,0.94 ,9.36 ,61.96 ,2.13 ,11.26 
14.88 ,31.25 ,6.30 ,30.03 ,24.52 ,57.20 ,5.40 ,1.88 ,53.68 ,0.10 ,0.60 
41.78 ,110.67 ,23.74 ,51.78 ,69.96 ,28.48 ,1.25 ,7.06 ,84.03 ,2.50 ,11.07 
120.35 ,159.82 ,15.75 ,39.70 ,54.78 ,29.73 ,1.77 ,7.63 ,26.36 ,2.67 ,0.84 
33.95 ,77.32 ,5.49 ,11.07 ,15.99 ,5.04 ,0.40 ,1.98 ,18.18 ,1.08 ,7.76 
7.87 ,21.30 ,3.33 ,16.50 ,12.42 ,41.77 ,0.39 ,7.36 ,32.25 ,2.23 ,0.36 
15.54 ,51.93 ,1.94 ,13.03 ,8.70 ,25.88 ,0.52 ,11.77 ,41.12 ,2.67 ,0.19 
61.86 ,149.99 ,7.66 ,27.15 ,30.74 ,33.96 ,1.11 ,8.57 ,67.43 ,0.96 ,2.55 
13.65 ,16.50 ,7.39 ,2.79 ,10.18 ,4.55 ,1.50 ,8.16 ,11.62 ,0.01 ,0.04 
65.83 ,136.35 ,43.37 ,81.16 ,77.70 ,49.31 ,1.25 ,34.30 ,13.76 ,3.84 ,26.25 
41.48 ,103.99 ,16.16 ,40.39 ,47.97 ,29.46 ,1.16 ,11.63 ,28.10 ,0.62 ,3.37 
25.75 ,96.50 ,4.80 ,41.90 ,26.15 ,6.65 ,0.78 ,21.50 ,31.78 ,5.80 ,13.03 
175.36 ,310.02 ,2.76 ,46.05 ,48.82 ,29.52 ,0.80 ,29.28 ,125.56 ,6.41 ,10.06 
70.88 ,138.38 ,6.88 ,40.65 ,10.89 ,26.35 ,0.28 ,13.54 ,16.52 ,0.16 ,2.63 
43.00 ,74.50 ,2.23 ,40.25 ,23.18 ,11.12 ,0.92 ,0.32 ,20.57 ,2.77 ,8.03 
30.83 ,107.72 ,44.24 ,82.02 ,98.41 ,23.80 ,1.41 ,10.02 ,4.92 ,0.55 ,4.63 
11.85 ,60.07 ,9.49 ,21.66 ,21.35 ,27.03 ,0.64 ,9.57 ,48.91 ,0.45 ,6.85 
29.56 ,47.35 ,8.82 ,23.85 ,29.41 ,46.38 ,0.45 ,14.31 ,25.76 ,0.10 ,1.36 
45.13 ,86.08 ,8.73 ,13.07 ,21.44 ,11.74 ,0.72 ,10.63 ,15.20 ,5.50 ,2.29 
68.75 ,127.05 ,5.09 ,38.69 ,24.53 ,9.41 ,0.52 ,6.70 ,23.45 ,0.79 ,5.52 
20.86 ,50.52 ,4.47 ,14.03 ,11.59 ,23.42 ,0.54 ,9.33 ,67.37 ,0.70 ,4.41 
78.15 ,167.46 ,13.30 ,31.66 ,30.24 ,28.68 ,0.78 ,20.03 ,64.10 ,3.05 ,18.86 
77.50 ,112.50 ,2.55 ,19.02 ,12.20 ,12.10 ,0.77 ,9.60 ,57.38 ,0.30 ,1.38 
12.30 ,32.02 ,33.17 ,31.84 ,26.16 ,5.22 ,0.85 ,3.32 ,13.20 ,1.30 ,1.44 
13.00 ,21.00 ,2.93 ,2.58 ,1.25 ,3.75 ,0.54 ,8.12 ,5.88 ,0.03 ,0.57 
42.40 ,134.50 ,3.71 ,34.79 ,21.02 ,7.98 ,0.44 ,6.31 ,10.51 ,2.16 ,23.30 
46.86 ,84.82 ,11.86 ,9.82 ,15.66 ,11.31 ,0.53 ,7.05 ,30.71 ,1.62 ,1.73 
8.69 ,12.17 ,3.92 ,26.04 ,16.63 ,8.15 ,0.29 ,6.84 ,5.32 ,0.34 ,3.28 
93.33 ,164.72 ,3.73 ,62.02 ,53.26 ,35.48 ,0.77 ,13.90 ,108.58 ,2.02 ,6.66 
65.55 ,117.96 ,53.77 ,52.48 ,90.93 ,19.60 ,1.16 ,7.55 ,4.82 ,0.75 ,2.32 
73.85 ,151.12 ,11.43 ,45.65 ,32.49 ,14.10 ,0.91 ,5.94 ,15.30 ,17.11 ,63.37 
77.14 ,160.84 ,9.33 ,45.60 ,54.41 ,24.27 ,0.61 ,22.58 ,100.98 ,7.34 ,12.36 
36.25 ,97.75 ,0.60 ,14.80 ,8.38 ,9.10 ,0.33 ,10.65 ,39.38 ,0.42 ,0.40 
31.94 ,72.75 ,41.66 ,43.03 ,38.86 ,10.79 ,0.43 ,3.45 ,29.76 ,0.82 ,3.82 
53.96 ,105.80 ,1.40 ,37.97 ,21.32 ,15.69 ,0.54 ,5.87 ,53.99 ,1.68 ,9.56 
55.18 ,127.34 ,78.28 ,20.06 ,91.30 ,8.71 ,0.68 ,8.23 ,37.91 ,2.67 ,2.92 
39.38 ,62.70 ,18.24 ,18.63 ,28.78 ,11.83 ,0.58 ,2.18 ,40.04 ,1.30 ,1.10 
27.54 ,42.65 ,9.17 ,16.74 ,14.98 ,16.62 ,0.27 ,4.18 ,18.28 ,0.91 ,4.63 
19.98 ,68.75 ,45.61 ,44.52 ,65.50 ,17.64 ,0.80 ,8.49 ,24.83 ,1.62 ,2.25 
6.35 ,18.07 ,0.84 ,2.37 ,0.94 ,2.48 ,0.13 ,4.17 ,50.38 ,448.15 ,448.15 
44.10 ,87.51 ,25.87 ,51.95 ,69.09 ,74.26 ,1.60 ,11.15 ,8.22 ,3.97 ,7.87 
49.81 ,102.46 ,21.95 ,24.83 ,34.30 ,44.82 ,0.79 ,11.58 ,22.47 ,1.66 ,20.72 
4.77 ,24.02 ,5.07 ,19.58 ,24.65 ,12.46 ,1.21 ,1.20 ,12.82 ,5.29 ,12.54 
15.28 ,32.39 ,3.66 ,8.99 ,12.69 ,12.39 ,0.29 ,11.07 ,63.81 ,1.42 ,6.12 
45.46 ,79.00 ,3.37 ,20.41 ,21.56 ,14.65 ,0.85 ,6.99 ,35.82 ,0.36 ,1.07 
55.07 ,107.25 ,5.01 ,21.24 ,25.41 ,25.48 ,0.42 ,7.21 ,66.93 ,4.02 ,9.01 
105.85 ,181.51 ,3.12 ,62.90 ,66.03 ,21.74 ,0.86 ,9.97 ,58.06 ,3.66 ,8.37 
59.73 ,153.12 ,14.82 ,19.07 ,20.07 ,20.39 ,1.81 ,5.43 ,24.10 ,7.04 ,3.04 
150.51 ,235.17 ,67.30 ,63.94 ,95.68 ,125.18 ,7.55 ,3.92 ,69.88 ,9.93 ,26.89 
55.24 ,68.48 ,9.00 ,14.41 ,22.15 ,19.73 ,6.33 ,1.67 ,29.30 ,1.05 ,4.37 
47.80 ,118.61 ,106.05 ,61.00 ,167.05 ,15.09 ,0.80 ,4.05 ,13.46 ,12.88 ,7.72 
50.25 ,109.50 ,1.00 ,32.10 ,17.90 ,13.43 ,0.76 ,11.10 ,106.00 ,2.05 ,3.40 
28.02 ,34.62 ,9.73 ,8.16 ,17.91 ,19.56 ,0.97 ,11.18 ,18.60 ,0.08 ,0.11 
26.74 ,53.92 ,4.22 ,14.10 ,16.16 ,26.24 ,0.30 ,12.92 ,35.41 ,0.16 ,0.22 
229.71 ,295.36 ,103.63 ,45.12 ,87.14 ,69.10 ,3.14 ,16.51 ,74.30 ,5.76 ,20.97 
56.00 ,94.00 ,5.40 ,32.50 ,9.95 ,18.30 ,0.31 ,42.20 ,89.10 ,0.50 ,5.75 
27.58 ,150.90 ,10.06 ,22.40 ,24.53 ,28.25 ,0.97 ,2.69 ,9.87 ,1.04 ,1.16 
56.00 ,94.00 ,5.95 ,45.27 ,13.24 ,23.17 ,0.62 ,12.05 ,85.83 ,0.05 ,0.55 
47.90 ,106.85 ,1.65 ,19.13 ,11.46 ,16.21 ,0.61 ,5.26 ,33.15 ,1.52 ,7.07 
106.30 ,334.78 ,17.31 ,26.74 ,48.98 ,17.78 ,3.02 ,49.84 ,53.86 ,3.80 ,6.10 
54.72 ,118.00 ,2.49 ,17.86 ,19.51 ,4.15 ,0.58 ,2.94 ,24.72 ,2.52 ,7.18 
54.31 ,91.50 ,1.86 ,13.88 ,8.85 ,11.48 ,0.49 ,3.75 ,38.60 ,1.34 ,3.98 
5.45 ,6.46 ,6.41 ,7.32 ,11.42 ,18.88 ,0.49 ,5.45 ,12.48 ,0.15 ,1.73 
69.62 ,136.19 ,6.60 ,38.74 ,34.47 ,12.14 ,1.14 ,7.37 ,80.21 ,1.43 ,7.63 
55.37 ,108.48 ,2.49 ,10.86 ,11.08 ,16.58 ,0.37 ,10.09 ,39.30 ,1.78 ,26.51 
34.53 ,59.39 ,2.09 ,48.16 ,50.25 ,9.38 ,1.50 ,1.75 ,17.19 ,2.58 ,9.03 
15.50 ,35.00 ,2.18 ,15.88 ,5.11 ,7.12 ,0.14 ,6.16 ,21.82 ,0.02 ,0.78 
80.12 ,105.50 ,12.51 ,33.30 ,30.07 ,52.63 ,0.30 ,1.54 ,15.16 ,0.48 ,3.50 
18.46 ,36.51 ,29.01 ,29.90 ,58.93 ,11.76 ,0.96 ,4.21 ,5.29 ,54.12 ,38.60 
107.88 ,229.26 ,31.48 ,70.77 ,98.23 ,26.85 ,5.90 ,10.99 ,69.14 ,6.00 ,22.50 
56.00 ,94.00 ,39.08 ,81.88 ,69.02 ,19.33 ,1.64 ,17.05 ,3.25 ,10.40 ,12.43 
18.49 ,19.30 ,6.26 ,7.92 ,14.19 ,2.33 ,1.61 ,9.18 ,24.35 ,0.02 ,0.05 
8.49 ,26.08 ,3.08 ,4.16 ,7.30 ,6.68 ,0.22 ,3.64 ,14.61 ,0.52 ,4.76 
26.54 ,58.38 ,6.82 ,23.82 ,26.71 ,9.06 ,0.81 ,6.98 ,17.46 ,0.97 ,0.81 
77.96 ,157.15 ,15.72 ,50.32 ,39.49 ,21.15 ,0.95 ,6.45 ,13.24 ,2.22 ,20.42 
33.50 ,115.41 ,8.66 ,24.47 ,21.30 ,25.20 ,0.60 ,8.54 ,45.33 ,1.05 ,13.15 
69.73 ,121.33 ,81.71 ,46.28 ,127.98 ,10.72 ,1.76 ,5.29 ,4.76 ,18.13 ,18.53 
42.50 ,118.10 ,1.72 ,28.52 ,16.49 ,8.37 ,0.31 ,8.62 ,54.23 ,1.09 ,13.83 
69.50 ,181.50 ,12.23 ,54.43 ,38.90 ,12.77 ,1.14 ,14.90 ,12.28 ,10.88 ,15.58 
67.54 ,211.38 ,9.80 ,35.51 ,24.51 ,29.26 ,1.22 ,3.51 ,89.88 ,1.07 ,1.03 
53.61 ,87.64 ,21.88 ,33.25 ,55.13 ,5.11 ,1.40 ,1.22 ,23.63 ,1.64 ,6.89 
54.18 ,121.44 ,34.03 ,26.71 ,29.36 ,10.25 ,0.55 ,9.24 ,86.10 ,2.47 ,6.11 
27.74 ,52.83 ,7.60 ,17.61 ,16.17 ,24.50 ,0.79 ,6.94 ,46.84 ,0.86 ,11.11 
32.50 ,64.50 ,1.95 ,14.80 ,9.45 ,18.20 ,0.47 ,16.30 ,18.45 ,0.85 ,2.30 
15.08 ,46.84 ,16.69 ,22.04 ,34.35 ,12.89 ,0.83 ,6.17 ,37.02 ,0.28 ,1.35 
111.50 ,339.25 ,52.30 ,127.78 ,110.50 ,12.00 ,2.19 ,41.48 ,17.15 ,13.05 ,22.68 
68.83 ,166.17 ,64.84 ,41.75 ,106.66 ,41.61 ,1.32 ,12.25 ,66.74 ,4.80 ,16.93 
13.25 ,18.95 ,5.51 ,15.36 ,11.02 ,11.02 ,1.09 ,17.25 ,15.76 ,0.12 ,0.87 
29.25 ,137.50 ,2.72 ,25.93 ,15.98 ,10.92 ,0.93 ,2.58 ,30.22 ,4.77 ,3.80 
5.32 ,32.69 ,18.56 ,12.23 ,25.00 ,13.93 ,0.84 ,21.38 ,21.77 ,4.97 ,1.25 
56.75 ,118.00 ,11.20 ,12.16 ,22.14 ,10.35 ,0.77 ,1.81 ,41.40 ,0.70 ,4.58 
140.08 ,268.99 ,64.84 ,44.70 ,109.60 ,33.66 ,1.19 ,10.88 ,6.89 ,38.82 ,52.90 
28.04 ,89.89 ,4.92 ,22.54 ,18.56 ,28.76 ,0.59 ,4.55 ,24.99 ,2.00 ,1.50 
